Year,Team,Week,OppTeam
2014,Vanderbilt,5,Kentucky
2014,Vanderbilt,6,Georgia
2014,Vanderbilt,7,Charleston Southern
2014,Vanderbilt,8,na 
2014,Vanderbilt,9,Missouri
2014,Vanderbilt,10,Old Dominion
2014,Vanderbilt,11,Florida
2014,Vanderbilt,12,na 
2014,Vanderbilt,13,Mississippi State
2014,Vanderbilt,14,Tennessee
2014,Virginia,1,UCLA
2014,Virginia ,2,Richmond
2014,Virginia  ,3,Louisville
2014,Virginia,4,BYU
2014,Virginia ,5,Kent State
2014,Virginia ,6,Pittsburgh
2014,Virginia  ,7,na 
2014,Virginia,8,Duke
2014,Virginia ,9,North Carolina
2014,Virginia ,10,Georgia Tech
2014,Virginia  ,11,Florida State
2014,Virginia,12,na 
2014,Virginia,13,Miami
2014,Virginia,14,Virginia Tech
2014,Virginia Tech,1,William & Mary
2014,Virginia Tech,2,Ohio State
2014,Virginia Tech,3,East Carolina
2014,Virginia Tech,4,Georgia Tech
2014,Virginia Tech,5,Western Michigan
2014,Virginia Tech,6,North Carolina
2014,Virginia Tech,7,na 
2014,Virginia Tech,8,Pittsburgh
2014,Virginia Tech,9,Miami
2014,Virginia Tech,10,Boston College
2014,Virginia Tech,11,na 
2014,Virginia Tech,12,Duke
2014,Virginia Tech,13,Wake Forest
2014,Virginia Tech,14,Virginia
2014,Virginia Tech,16,Cincinnati
2014,Western Kentucky,1,Bowling Green
2014,Western Kentucky,2,Illinois
2014,Western Kentucky,3,Middle Tennessee
2014,Western Kentucky,4,na 
2014,Western Kentucky,5,Navy
2014,Western Kentucky,6,UAB
2014,Western Kentucky,7,na 
2014,Western Kentucky,8,Florida Atlantic
2014,Western Kentucky,9,Old Dominion
2014,Western Kentucky,10,Louisiana Tech
2014,Western Kentucky,11,UTEP
2014,Western Kentucky,12,Army
2014,Western Kentucky,13,UTSA
2014,Western Kentucky,14,Marshall
2014,Western Kentucky,16,Central Michigan
2014,Western Michigan,1,Purdue
2014,Western Michigan,2,na 
2014,Western Michigan,3,Idaho
2014,Western Michigan,4,Murray State
2014,Western Michigan,5,Virginia Tech
2014,Western Michigan,6,Toledo
2014,Western Michigan,7,Ball State
2014,Western Michigan,8,Bowling Green
2014,Western Michigan,9,Ohio
2014,Western Michigan,10,"Miami, OH"
2014,Western Michigan,11,na 
2014,Western Michigan,12,Eastern Michigan
2014,Western Michigan,13,Central Michigan
2014,Western Michigan,14,Northern Illinois
2014,Western Michigan,16,Air Force
2014,Wake Forest,1,Louisiana-Monroe
2014,Wake Forest,2,Gardner-Webb
2014,Wake Forest,3,Utah State
2014,Wake Forest,4,Army
2014,Wake Forest,5,Louisville
2014,Wake Forest,6,Florida State
2014,Wake Forest,7,na 
2014,Wake Forest,8,Syracuse
2014,Wake Forest,9,Boston College
2014,Wake Forest,10,na 
2014,Wake Forest,11,Clemson
2014,Wake Forest,12,NC State
2014,Wake Forest,13,Virginia Tech
2014,Wake Forest,14,Duke
2014,Washington,1,Hawaii
2014,Washington,2,Eastern Washington
2014,Washington,3,Illinois
2014,Washington,4,Georgia State
2014,Washington  ,5,Stanford
2014,Washington,6,na 
2014,Washington,7,California
2014,Washington,8,Oregon
2014,Washington,9,Arizona State
2014,Washington,10,Colorado
2014,Washington,11,UCLA
2014,Washington,12,Arizona
2014,Washington,13,Oregon State
2014,Washington,14,Washington State
2014,Washington,16,Oklahoma State
2014,Washington State,1,Rutgers
2014,Washington State,2,Nevada
2014,Washington State,3,Portland State
2014,Washington State,4,Oregon
2014,Washington State,5,Utah  
2014,Washington State,6,California
2014,Washington State,7,Stanford
2014,Washington State,8,na 
2014,Washington State,9,Arizona
2014,Washington State,10,USC
2014,Washington State,11,Oregon State
2014,Washington State,12,na 
2014,Washington State,13,Arizona State
2014,Washington State,14,Washington
2014,West Virginia,1,Alabama
2014,West Virginia,2,Towson
2014,West Virginia,3,Maryland
2014,West Virginia,4,Oklahoma
2014,West Virginia,5,na 
2014,West Virginia,6,Kansas
2014,West Virginia,7,Texas Tech
2014,West Virginia,8,Baylor
2014,West Virginia,9,Oklahoma State
2014,West Virginia,10,TCU
2014,West Virginia,11,Texas
2014,West Virginia,12,na 
2014,West Virginia,13,Kansas State
2014,West Virginia,14,Iowa State
2014,West Virginia,16,Texas A&M
2014,Wisconsin,1,LSU
2014,Wisconsin,2,Western Illinois
2014,Wisconsin,3,na 
2014,Wisconsin,4,Bowling Green
2014,Wisconsin,5,South Florida
2014,Wisconsin,6,Northwestern
2014,Wisconsin,7,Illinois
2014,Wisconsin,8,na 
2014,Wisconsin,9,Maryland
2014,Wisconsin,10,Rutgers
2014,Wisconsin,11,Purdue
2014,Wisconsin,12,Nebraska
2014,Wisconsin,13,Iowa
2014,Wisconsin,14,Minnesota
2014,Wisconsin,15,Ohio State
2014,Wisconsin,16,Auburn
2014,Wyoming,1,Montana
2014,Wyoming,2,Air Force
2014,Wyoming,3,Oregon
2014,Wyoming,4,Florida Atlantic
2014,Wyoming,5,Michigan State
2014,Wyoming,6,na 
2014,Wyoming,7,Hawaii
2014,Wyoming,8,San Jose State
2014,Wyoming,9,Colorado State
2014,Wyoming,10,Fresno State
2014,Wyoming,11,Utah State
2014,Wyoming,12,na 
2014,Wyoming,13,Boise State
2014,Wyoming,14,New Mexico
2015,Air Force,1,Morgan State
2015,Air Force,2,San Jose State
2015,Air Force,3,Michigan State
2015,Air Force,4,na 
2015,Air Force,5,Navy
2015,Air Force,6,Wyoming
2015,Air Force,7,Colorado State
2015,Air Force,8,Fresno State
2015,Air Force,9,Hawaii
2015,Air Force,10,Army
2015,Air Force,11,Utah State
2015,Air Force,12,Boise State
2015,Air Force,13,New Mexico
2015,Air Force,14,San Diego State
2015,Air Force,15,California
2015,Akron,1,Oklahoma
2015,Akron,2,Pittsburgh
2015,Akron,3,Savannah State
2015,Akron,4,Louisiana-Lafayette
2015,Akron,5,Ohio
2015,Akron,6,Eastern Michigan
2015,Akron,7,Bowling Green
2015,Akron,8,na 
2015,Akron,9,Central Michigan
2015,Akron,10,Massachusetts
2015,Akron,11,"Miami, OH"
2015,Akron,12,Buffalo
2015,Akron,13,Kent State
2015,Akron,15,Utah State
2015,Alabama,1,Wisconsin
2015,Alabama,2,Middle Tennessee
2015,Alabama,3,Mississippi
2015,Alabama,4,Louisiana-Monroe
2015,Alabama,5,Georgia
2015,Alabama,6,Arkansas
2015,Alabama,7,Texas A&M
2015,Alabama,8,Tennessee
2015,Alabama,9,na 
2015,Alabama,10,LSU
2015,Alabama,11,Mississippi State
2015,Alabama,12,Charleston Southern
2015,Alabama,13,Auburn
2015,Alabama,14,Florida
2015,Alabama,15,Michigan State
2015,Alabama,15,Clemson
2015,Appalachian State,1,Howard
2015,Appalachian State,2,Clemson
2015,Appalachian State,3,na 
2015,Appalachian State,4,Old Dominion
2015,Appalachian State,5,Wyoming
2015,Appalachian State,6,Georgia State
2015,Appalachian State,7,Louisiana-Monroe
2015,Appalachian State,8,Georgia Southern
2015,Appalachian State,9,Troy
2015,Appalachian State,10,Arkansas State
2015,Appalachian State,11,Idaho
2015,Appalachian State,12,na 
2015,Appalachian State,13,Louisiana-Lafayette
2015,Appalachian State,14,South Alabama
2015,Appalachian State,15,Ohio
2015,Arizona,1,UTSA
2015,Arizona,2,Nevada
2015,Arizona,3,Northern Arizona
2015,Arizona,4,UCLA
2015,Arizona,5,Stanford
2015,Arizona,6,Oregon State
2015,Arizona,7,Colorado
2015,Arizona,8,Washington State
2015,Arizona,9,Washington
2015,Arizona,10,USC
2015,Arizona,11,Utah
2015,Arizona,12,Arizona State
2015,Arizona,15,New Mexico
2015,Arizona State,1,Texas A&M
2015,Arizona State,2,Cal Poly
2015,Arizona State,3,New Mexico
2015,Arizona State,4,USC
2015,Arizona State,5,UCLA
2015,Arizona State,6,Colorado
2015,Arizona State,7,Utah
2015,Arizona State,8,na 
2015,Arizona State,9,Oregon
2015,Arizona State,10,Washington State
2015,Arizona State,11,Washington
2015,Arizona State,12,Arizona
2015,Arizona State,13,California
2015,Arizona State,15,West Virginia
2015,Arkansas,1,UTEP
2015,Arkansas,2,Toledo
2015,Arkansas,3,Texas Tech
2015,Arkansas,4,Texas A&M
2015,Arkansas,5,Tennessee
2015,Arkansas,6,Alabama
2015,Arkansas,7,na 
2015,Arkansas,8,Auburn
2015,Arkansas,9,Tennessee-Martin
2015,Arkansas,10,Mississippi
2015,Arkansas,11,LSU
2015,Arkansas,12,Mississippi State
2015,Arkansas,13,Missouri
2015,Arkansas,15,Kansas State
2015,Arkansas State,1,USC
2015,Arkansas State,2,Missouri
2015,Arkansas State,3,Missouri State
2015,Arkansas State,4,Toledo
2015,Arkansas State,5,Idaho
2015,Arkansas State,6,na 
2015,Arkansas State,7,South Alabama
2015,Arkansas State,8,Louisiana-Lafayette
2015,Arkansas State,9,Georgia State
2015,Arkansas State,10,Appalachian State
2015,Arkansas State,11,Louisiana-Monroe
2015,Arkansas State,12,na 
2015,Arkansas State,13,New Mexico State
2015,Arkansas State,14,Texas State
2015,Arkansas State,15,Louisiana Tech
2015,Army,1,Fordham
2015,Army,2,Connecticut
2015,Army,3,Wake Forest
2015,Army,4,Eastern Michigan
2015,Army,5,Penn State
2015,Army,6,Duke
2015,Army,7,Bucknell
2015,Army,8,Rice
2015,Army,9,na 
2015,Army,10,Air Force
2015,Army,11,Tulane
2015,Army,12,Rutgers
2015,Army,13,na 
2015,Army,14,na 
2015,Army,15,Navy
2015,Auburn,1,Louisville
2015,Auburn,2,Jacksonville State
2015,Auburn,3,LSU
2015,Auburn,4,Mississippi State
2015,Auburn,5,San Jose State
2015,Auburn,6,na 
2015,Auburn,7,Kentucky
2015,Auburn,8,Arkansas
2015,Auburn,9,Mississippi
2015,Auburn,10,Texas A&M
2015,Auburn,11,Georgia
2015,Auburn,12,Idaho
2015,Auburn,13,Alabama
2015,Auburn,15,Memphis
2015,Ball State,1,VMI
2015,Ball State,2,Texas A&M
2015,Ball State,3,Eastern Michigan
2015,Ball State,4,Northwestern
2015,Ball State,5,Toledo
2015,Ball State,6,Northern Illinois
2015,Ball State,7,Georgia State
2015,Ball State,8,Central Michigan
2015,Ball State,9,Massachusetts
2015,Ball State,10,Western Michigan
2015,Ball State,11,na 
2015,Ball State,12,Ohio
2015,Ball State,13,Bowling Green
2015,Baylor,1,SMU
2015,Baylor,2,Lamar
2015,Baylor,3,na 
2015,Baylor,4,Rice
2015,Baylor,5,Texas Tech
2015,Baylor,6,Kansas
2015,Baylor,7,West Virginia
2015,Baylor,8,Iowa State
2015,Baylor,9,na 
2015,Baylor,10,Kansas State
2015,Baylor,11,Oklahoma
2015,Baylor,12,Oklahoma State
2015,Baylor,13,TCU
2015,Baylor,14,Texas
2015,Baylor,15,North Carolina
2015,Boise State,1,Washington
2015,Boise State,2,BYU
2015,Boise State,3,Idaho State
2015,Boise State,4,Virginia
2015,Boise State,5,Hawaii
2015,Boise State,6,Colorado State
2015,Boise State,7,Utah State
2015,Boise State,8,Wyoming
2015,Boise State,9,UNLV
2015,Boise State,10,na 
2015,Boise State,11,New Mexico
2015,Boise State,12,Air Force
2015,Boise State,13,San Jose State
2015,Boise State,15,Northern Illinois
2015,Boston College,1,Maine
2015,Boston College,2,Howard
2015,Boston College,3,Florida State
2015,Boston College,4,Northern Illinois
2015,Boston College,5,Duke
2015,Boston College,6,Wake Forest
2015,Boston College,7,Clemson
2015,Boston College,8,Louisville
2015,Boston College,9,Virginia Tech
2015,Boston College,10,NC State
2015,Boston College,11,na 
2015,Boston College,12,Notre Dame
2015,Boston College,13,Syracuse
2015,Bowling Green,1,Tennessee
2015,Bowling Green,2,Maryland
2015,Bowling Green,3,Memphis
2015,Bowling Green,4,Purdue
2015,Bowling Green,5,Buffalo
2015,Bowling Green,6,Massachusetts
2015,Bowling Green,7,Akron
2015,Bowling Green,8,Kent State
2015,Bowling Green,9,na 
2015,Bowling Green,10,Ohio
2015,Bowling Green,11,Western Michigan
2015,Bowling Green,12,Toledo
2015,Bowling Green,13,Ball State
2015,Bowling Green,14,Northern Illinois
2015,Bowling Green,15,Georgia Southern
2015,Buffalo,1,Albany
2015,Buffalo,2,Penn State
2015,Buffalo,3,Florida Atlantic
2015,Buffalo,4,Nevada
2015,Buffalo,5,Bowling Green
2015,Buffalo,6,na 
2015,Buffalo,7,Central Michigan
2015,Buffalo,8,Ohio
2015,Buffalo,9,"Miami, OH"
2015,Buffalo,10,Kent State
2015,Buffalo,11,Northern Illinois
2015,Buffalo,12,Akron
2015,Buffalo,13,Massachusetts
2015,BYU,1,Nebraska
2015,BYU,2,Boise State
2015,BYU,3,UCLA
2015,BYU,4,Michigan
2015,BYU,5,Connecticut
2015,BYU,6,East Carolina
2015,BYU,7,Cincinnati
2015,BYU,8,Wagner
2015,BYU,9,na 
2015,BYU,10,San Jose State
2015,BYU,11,Missouri
2015,BYU,12,Fresno State
2015,BYU,13,Utah State
2015,BYU,15,Utah
2015,Central Michigan,1,Oklahoma State
2015,Central Michigan,2,Monmouth
2015,Central Michigan,3,Syracuse
2015,Central Michigan,4,Michigan State
2015,Central Michigan,5,Northern Illinois
2015,Central Michigan,6,Western Michigan
2015,Central Michigan,7,Buffalo
2015,Central Michigan,8,Ball State
2015,Central Michigan,9,Akron
2015,Central Michigan,10,na 
2015,Central Michigan,11,Toledo
2015,Central Michigan,12,Kent State
2015,Central Michigan,13,Eastern Michigan
2015,Central Michigan,15,Minnesota
2015,California,1,Grambling State
2015,California,2,San Diego State
2015,California,3,Texas
2015,California,4,Washington
2015,California,5,Washington State
2015,California,6,Utah
2015,California,7,na 
2015,California,8,UCLA
2015,California,9,USC
2015,California,10,Oregon
2015,California,11,Oregon State
2015,California,12,Stanford
2015,California,13,Arizona State
2015,California,15,Air Force
2015,Cincinnati,1,Alabama A&M
2015,Cincinnati,2,Temple
2015,Cincinnati,3,"Miami, OH"
2015,Cincinnati,4,Memphis
2015,Cincinnati,5,Miami
2015,Cincinnati,6,na 
2015,Cincinnati,7,BYU
2015,Cincinnati,8,Connecticut
2015,Cincinnati,9,UCF
2015,Cincinnati,10,Houston
2015,Cincinnati,11,Tulsa
2015,Cincinnati,12,South Florida
2015,Cincinnati,13,East Carolina
2015,Cincinnati,15,San Diego State
2015,Clemson,1,Wofford
2015,Clemson,2,Appalachian State
2015,Clemson,3,Louisville
2015,Clemson,4,na 
2015,Clemson,5,Notre Dame
2015,Clemson,6,Georgia Tech
2015,Clemson,7,Boston College
2015,Clemson,8,Miami
2015,Clemson,9,NC State
2015,Clemson,10,Florida State
2015,Clemson,11,Syracuse
2015,Clemson,12,Wake Forest
2015,Clemson,13,South Carolina
2015,Clemson,14,North Carolina
2015,Clemson,15,Oklahoma
2015,Clemson,15,Alabama
2015,Colorado,1,Hawaii
2015,Colorado,2,Massachusetts
2015,Colorado,3,Colorado State
2015,Colorado,4,Nicholls State
2015,Colorado,5,Oregon
2015,Colorado,6,Arizona State
2015,Colorado,7,Arizona
2015,Colorado,8,Oregon State
2015,Colorado,9,UCLA
2015,Colorado,10,Stanford
2015,Colorado,11,USC
2015,Colorado,12,Washington State
2015,Colorado,13,Utah
2015,Colorado State,1,Savannah State
2015,Colorado State,2,Minnesota
2015,Colorado State,3,Colorado
2015,Colorado State,4,UTSA
2015,Colorado State,5,Utah State
2015,Colorado State,6,Boise State
2015,Colorado State,7,Air Force
2015,Colorado State,8,na 
2015,Colorado State,9,San Diego State
2015,Colorado State,10,Wyoming
2015,Colorado State,11,UNLV
2015,Colorado State,12,New Mexico
2015,Colorado State,13,Fresno State
2015,Colorado State,15,Nevada
2015,Connecticut,1,Villanova
2015,Connecticut,2,Army
2015,Connecticut,3,Missouri
2015,Connecticut,4,Navy
2015,Connecticut,5,BYU
2015,Connecticut,6,UCF
2015,Connecticut,7,South Florida
2015,Connecticut,8,Cincinnati
2015,Connecticut,9,East Carolina
2015,Connecticut,10,Tulane
2015,Connecticut,11,na 
2015,Connecticut,12,Houston
2015,Connecticut,13,Temple
2015,Connecticut,15,Marshall
2015,Duke,1,Tulane
2015,Duke,2,North Carolina Central
2015,Duke,3,Northwestern
2015,Duke,4,Georgia Tech
2015,Duke,5,Boston College
2015,Duke,6,Army
2015,Duke,7,na 
2015,Duke,8,Virginia Tech
2015,Duke,9,Miami
2015,Duke,10,North Carolina
2015,Duke,11,Pittsburgh
2015,Duke,12,Virginia
2015,Duke,13,Wake Forest
2015,Duke,15,Indiana
2015,Eastern Michigan,1,Old Dominion
2015,Eastern Michigan,2,Wyoming
2015,Eastern Michigan,3,Ball State
2015,Eastern Michigan,4,Army
2015,Eastern Michigan,5,LSU
2015,Eastern Michigan,6,Akron
2015,Eastern Michigan,7,Toledo
2015,Eastern Michigan,8,Northern Illinois
2015,Eastern Michigan,9,Western Michigan
2015,Eastern Michigan,10,"Miami, OH"
2015,Eastern Michigan,11,Massachusetts
2015,Eastern Michigan,12,na 
2015,Eastern Michigan,13,Central Michigan
2015,East Carolina,1,Towson
2015,East Carolina,2,Florida
2015,East Carolina,3,Navy
2015,East Carolina,4,Virginia Tech
2015,East Carolina,5,SMU
2015,East Carolina,6,BYU
2015,East Carolina,7,Tulsa
2015,East Carolina,8,Temple
2015,East Carolina,9,Connecticut
2015,East Carolina,10,South Florida
2015,East Carolina,11,na 
2015,East Carolina,12,UCF
2015,East Carolina,13,Cincinnati
2015,Florida Atlantic,1,Tulsa
2015,Florida Atlantic,2,Miami
2015,Florida Atlantic,3,Buffalo
2015,Florida Atlantic,4,Charlotte
2015,Florida Atlantic,5,na 
2015,Florida Atlantic,6,Rice
2015,Florida Atlantic,7,Marshall
2015,Florida Atlantic,8,UTEP
2015,Florida Atlantic,9,FIU
2015,Florida Atlantic,10,Western Kentucky
2015,Florida Atlantic,11,Middle Tennessee
2015,Florida Atlantic,12,Florida
2015,Florida Atlantic,13,Old Dominion
2015,FIU,1,UCF
2015,FIU,2,Indiana
2015,FIU,3,North Carolina Central
2015,FIU,4,Louisiana Tech
2015,FIU,5,Massachusetts
2015,FIU,6,UTEP
2015,FIU,7,Middle Tennessee
2015,FIU,8,Old Dominion
2015,FIU,9,Florida Atlantic
2015,FIU,10,Charlotte
2015,FIU,11,Marshall
2015,FIU,12,Western Kentucky
2015,Florida,1,New Mexico State
2015,Florida,2,East Carolina
2015,Florida,3,Kentucky
2015,Florida,4,Tennessee
2015,Florida,5,Mississippi
2015,Florida,6,Missouri
2015,Florida,7,LSU
2015,Florida,8,na 
2015,Florida,9,Georgia
2015,Florida,10,Vanderbilt
2015,Florida,11,South Carolina
2015,Florida,12,Florida Atlantic
2015,Florida,13,Florida State
2015,Florida,14,Alabama
2015,Florida,15,Michigan
2015,Florida State,1,Texas State
2015,Florida State,2,South Florida
2015,Florida State,3,Boston College
2015,Florida State,4,na 
2015,Florida State,5,Wake Forest
2015,Florida State,6,Miami
2015,Florida State,7,Louisville
2015,Florida State,8,Georgia Tech
2015,Florida State,9,Syracuse
2015,Florida State,10,Clemson
2015,Florida State,11,NC State
2015,Florida State,12,Chattanooga
2015,Florida State,13,Florida
2015,Florida State,15,Houston
2015,Fresno State,1,Abilene Christian
2015,Fresno State,2,Mississippi
2015,Fresno State,3,Utah
2015,Fresno State,4,San Jose State
2015,Fresno State,5,San Diego State
2015,Fresno State,6,Utah State
2015,Fresno State,7,UNLV
2015,Fresno State,8,Air Force
2015,Fresno State,9,na 
2015,Fresno State,10,Nevada
2015,Fresno State,11,Hawaii
2015,Fresno State,12,BYU
2015,Fresno State,13,Colorado State
2015,Georgia,1,Louisiana-Monroe
2015,Georgia,2,Vanderbilt
2015,Georgia,3,South Carolina
2015,Georgia,4,Southern
2015,Georgia,5,Alabama
2015,Georgia,6,Tennessee
2015,Georgia,7,Missouri
2015,Georgia,8,na 
2015,Georgia,9,Florida
2015,Georgia,10,Kentucky
2015,Georgia,11,Auburn
2015,Georgia,12,Georgia Southern
2015,Georgia,13,Georgia Tech
2015,Georgia,15,Penn State
2015,Georgia Southern,1,West Virginia
2015,Georgia Southern,2,Western Michigan
2015,Georgia Southern,3,Citadel
2015,Georgia Southern,4,Idaho
2015,Georgia Southern,5,Louisiana-Monroe
2015,Georgia Southern,6,na 
2015,Georgia Southern,7,New Mexico State
2015,Georgia Southern,8,Appalachian State
2015,Georgia Southern,9,Texas State
2015,Georgia Southern,10,na 
2015,Georgia Southern,11,Troy
2015,Georgia Southern,12,Georgia
2015,Georgia Southern,13,South Alabama
2015,Georgia Southern,14,Georgia State
2015,Georgia Southern,15,Bowling Green
2015,Georgia State,1,Charlotte
2015,Georgia State,2,New Mexico State
2015,Georgia State,3,Oregon
2015,Georgia State,4,na 
2015,Georgia State,5,Liberty
2015,Georgia State,6,Appalachian State
2015,Georgia State,7,Ball State
2015,Georgia State,8,na 
2015,Georgia State,9,Arkansas State
2015,Georgia State,10,Louisiana-Lafayette
2015,Georgia State,11,Texas State
2015,Georgia State,12,South Alabama
2015,Georgia State,13,Troy
2015,Georgia State,14,Georgia Southern
2015,Georgia State,15,San Jose State
2015,Georgia Tech,1,Alcorn State
2015,Georgia Tech,2,Tulane
2015,Georgia Tech,3,Notre Dame
2015,Georgia Tech,4,Duke
2015,Georgia Tech,5,North Carolina
2015,Georgia Tech,6,Clemson
2015,Georgia Tech,7,Pittsburgh
2015,Georgia Tech,8,Florida State
2015,Georgia Tech,9,Virginia
2015,Georgia Tech,10,na 
2015,Georgia Tech,11,Virginia Tech
2015,Georgia Tech,12,Miami
2015,Georgia Tech,13,Georgia
2015,Hawaii,1,Colorado 
2015,Hawaii,2,Ohio State
2015,Hawaii,3,California-Davis
2015,Hawaii,4,Wisconsin
2015,Hawaii,5,Boise State
2015,Hawaii,6,San Diego State
2015,Hawaii,7,New Mexico
2015,Hawaii,8,Nevada
2015,Hawaii,9,Air Force
2015,Hawaii,10,UNLV
2015,Hawaii,11,Fresno State
2015,Hawaii,12,San Jose State
2015,Hawaii,13,Louisiana-Monroe
2015,Houston,1,Tennessee Tech
2015,Houston,2,Louisville
2015,Houston,3,na 
2015,Houston,4,Texas State
2015,Houston,5,Tulsa
2015,Houston,6,SMU
2015,Houston,7,Tulane
2015,Houston,8,UCF
2015,Houston,9,Vanderbilt
2015,Houston,10,Cincinnati
2015,Houston,11,Memphis
2015,Houston,12,Connecticut
2015,Houston,13,Navy
2015,Houston,14,Temple
2015,Houston,15,Florida State
2015,Idaho,1,Ohio
2015,Idaho,2,USC
2015,Idaho,3,Wofford
2015,Idaho,4,Georgia Southern
2015,Idaho,5,Arkansas State
2015,Idaho,6,na 
2015,Idaho,7,Troy
2015,Idaho,8,Louisiana-Monroe
2015,Idaho,9,New Mexico State
2015,Idaho,10,South Alabama
2015,Idaho,11,Appalachian State
2015,Idaho,12,Auburn
2015,Idaho,13,Texas State
2015,Illinois,1,Kent State
2015,Illinois,2,Western Illinois
2015,Illinois,3,North Carolina
2015,Illinois,4,Middle Tennessee
2015,Illinois,5,Nebraska
2015,Illinois,6,Iowa
2015,Illinois,7,na 
2015,Illinois,8,Wisconsin
2015,Illinois,9,Penn State
2015,Illinois,10,Purdue
2015,Illinois,11,Ohio State
2015,Illinois,12,Minnesota
2015,Illinois,13,Northwestern
2015,Indiana,1,Southern Illinois
2015,Indiana,2,FIU
2015,Indiana,3,Western Kentucky
2015,Indiana,4,Wake Forest
2015,Indiana,5,Ohio State
2015,Indiana,6,Penn State
2015,Indiana,7,Rutgers
2015,Indiana,8,Michigan State
2015,Indiana,9,na 
2015,Indiana,10,Iowa
2015,Indiana,11,Michigan
2015,Indiana,12,Maryland
2015,Indiana,13,Purdue
2015,Indiana,15,Duke
2015,Iowa,1,Illinois State
2015,Iowa,2,Iowa State
2015,Iowa,3,Pittsburgh
2015,Iowa,4,North Texas
2015,Iowa,5,Wisconsin
2015,Iowa,6,Illinois
2015,Iowa,7,Northwestern
2015,Iowa,8,na 
2015,Iowa,9,Maryland
2015,Iowa,10,Indiana
2015,Iowa,11,Minnesota
2015,Iowa,12,Purdue
2015,Iowa,13,Nebraska
2015,Iowa,14,Michigan State
2015,Iowa,15,Stanford
2015,Iowa State,1,Northern Iowa
2015,Iowa State,2,Iowa
2015,Iowa State,3,Toledo
2015,Iowa State,4,na 
2015,Iowa State,5,Kansas
2015,Iowa State,6,Texas Tech
2015,Iowa State,7,TCU
2015,Iowa State,8,Baylor
2015,Iowa State,9,Texas
2015,Iowa State,10,Oklahoma
2015,Iowa State,11,Oklahoma State
2015,Iowa State,12,Kansas State
2015,Iowa State,13,West Virginia
2015,Kansas,1,South Dakota State
2015,Kansas,2,Memphis
2015,Kansas,3,na 
2015,Kansas,4,Rutgers
2015,Kansas,5,Iowa State
2015,Kansas,6,Baylor
2015,Kansas,7,Texas Tech
2015,Kansas,8,Oklahoma State
2015,Kansas,9,Oklahoma
2015,Kansas,10,Texas
2015,Kansas,11,TCU
2015,Kansas,12,West Virginia
2015,Kansas,13,Kansas State
2015,Kansas State,1,South Dakota 
2015,Kansas State,2,UTSA
2015,Kansas State,3,Louisiana Tech
2015,Kansas State,4,na 
2015,Kansas State,5,Oklahoma State
2015,Kansas State,6,TCU
2015,Kansas State,7,Oklahoma
2015,Kansas State,8,Texas
2015,Kansas State,9,na 
2015,Kansas State,10,Baylor
2015,Kansas State,11,Texas Tech
2015,Kansas State,12,Iowa State
2015,Kansas State,13,Kansas
2015,Kansas State,14,West Virginia
2015,Kansas State,15,Arkansas
2015,Kent State,1,Illinois
2015,Kent State,2,Delaware State
2015,Kent State,3,Minnesota
2015,Kent State,4,Marshall
2015,Kent State,5,"Miami, OH"
2015,Kent State,6,Toledo
2015,Kent State,7,Massachusetts
2015,Kent State,8,Bowling Green
2015,Kent State,9,na 
2015,Kent State,10,Buffalo
2015,Kent State,11,Ohio
2015,Kent State,12,Central Michigan
2015,Kent State,13,Akron
2015,Kentucky,1,Louisiana-Lafayette
2015,Kentucky,2,South Carolina
2015,Kentucky,3,Florida
2015,Kentucky,4,Missouri
2015,Kentucky,5,Eastern Kentucky
2015,Kentucky,6,na 
2015,Kentucky,7,Auburn
2015,Kentucky,8,Mississippi State
2015,Kentucky,9,Tennessee
2015,Kentucky,10,Georgia
2015,Kentucky,11,Vanderbilt
2015,Kentucky,12,Charlotte
2015,Kentucky,13,Louisville
2015,Louisiana Tech,1,Southern
2015,Louisiana Tech,2,Western Kentucky
2015,Louisiana Tech,3,Kansas State
2015,Louisiana Tech,4,FIU
2015,Louisiana Tech,5,Louisiana-Lafayette
2015,Louisiana Tech,6,UTSA
2015,Louisiana Tech,7,Mississippi State
2015,Louisiana Tech,8,Middle Tennessee
2015,Louisiana Tech,9,Rice
2015,Louisiana Tech,10,North Texas
2015,Louisiana Tech,11,na 
2015,Louisiana Tech,12,UTEP
2015,Louisiana Tech,13,Southern Miss
2015,Louisiana Tech,15,Arkansas State
2015,Louisiana-Lafayette,1,Kentucky
2015,Louisiana-Lafayette,2,Northwestern State
2015,Louisiana-Lafayette,3,na 
2015,Louisiana-Lafayette,4,Akron
2015,Louisiana-Lafayette,5,Louisiana Tech
2015,Louisiana-Lafayette,6,Texas State
2015,Louisiana-Lafayette,7,na 
2015,Louisiana-Lafayette,8,Arkansas State
2015,Louisiana-Lafayette,9,Louisiana-Monroe
2015,Louisiana-Lafayette,10,Georgia State
2015,Louisiana-Lafayette,11,South Alabama
2015,Louisiana-Lafayette,12,New Mexico State
2015,Louisiana-Lafayette,13,Appalachian State
2015,Louisiana-Lafayette,14,Troy
2015,Louisiana-Monroe,1,Georgia
2015,Louisiana-Monroe,2,Nicholls State
2015,Louisiana-Monroe,3,na 
2015,Louisiana-Monroe,4,Alabama
2015,Louisiana-Monroe,5,Georgia Southern
2015,Louisiana-Monroe,6,Tulsa
2015,Louisiana-Monroe,7,Appalachian State
